product_id,Average Sales per Week,weight KG,Length cm,Width cm,Depth cm
78169,196,25.521,47,30,10
78170,915,0.753,11,6,6
78171,560,4.967,29,23,22
78172,642,0.046,5,5,5
78173,513,32.0,68,47,24
78174,141,0.072,9,7,3
78175,530,3.895,33,17,7
78176,475,1.561,44,9,8
78177,932,0.236,5,5,5
78178,145,14.237,32,29,8
78179,264,0.07,5,5,5
78180,978,0.074,7,5,5
78181,443,1.672,31,20,10
78182,477,0.055,5,5,3
78183,711,0.666,28,6,2
78184,503,0.095,5,5,4
78185,593,32.0,74,73,17
78186,690,22.069,48,32,17
78187,114,0.294,29,9,3
78188,458,0.964,27,15,7
78189,932,32.0,79,76,27
78190,958,0.382,53,8,4
78191,904,0.223,15,7,6
78192,141,4.168,44,18,4
78193,684,14.19,31,28,17
78194,874,1.518,41,26,2
78195,137,0.181,5,5,4
78196,945,3.684,37,16,7
78197,823,0.623,24,16,3
78198,650,0.192,23,6,4
78199,847,0.04,9,6,3
78200,121,6.17,17,17,14
78201,261,0.332,8,6,6
78202,153,0.512,25,6,2
78203,532,2.694,24,21,4
78204,862,0.479,15,9,8
78205,497,0.574,15,7,6
78206,564,0.129,7,6,6
78207,910,6.668,38,23,6
78208,793,2.652,24,18,16
78209,849,0.026,5,5,3
78210,280,7.485,24,16,10
78211,760,1.493,16,11,9
78212,358,32.0,70,51,33
78213,224,0.497,24,6,6
78214,974,0.092,5,5,2
78215,377,0.53,14,13,2
78216,849,0.046,11,7,3
78217,885,0.041,5,5,4
78218,584,0.148,13,5,3
78219,907,0.03,5,5,2
78220,985,1.672,20,13,4
78221,686,1.035,17,10,8
78222,282,28.141,40,31,23
78223,897,2.776,43,26,2
78224,650,0.647,65,5,5
78225,800,0.639,8,8,5
78226,323,0.531,8,7,5
78227,604,1.292,20,11,5
78228,689,2.138,11,11,11
78229,940,3.962,34,20,4
78230,599,1.783,15,13,6
78231,988,32.0,33,32,31
78232,627,2.65,14,11,11
78233,762,18.406,32,26,25
78234,235,0.426,8,6,5
78235,203,0.08,5,5,2
78236,278,0.118,5,5,4
78237,851,32.0,64,28,26
78238,478,0.837,19,5,5
78239,444,1.068,20,13,13
78240,334,0.528,16,7,7
78241,388,32.0,64,27,12
78242,456,0.158,5,5,4
78243,892,10.867,35,23,7
78244,331,6.296,37,18,16
78245,828,32.0,112,59,11
78246,806,0.339,10,8,4
78247,478,0.06,5,5,5
78248,337,0.261,10,5,5
78249,514,0.175,5,5,5
78250,141,0.563,12,8,7
78251,485,0.221,5,5,5
78252,244,0.28,6,6,4
78253,832,0.629,28,13,5
78254,922,32.0,73,70,23
78255,179,0.612,46,9,4
78256,245,32.0,57,31,28
78257,986,32.0,52,51,14
78258,789,10.807,47,39,16
78259,381,3.846,47,26,13
78260,110,1.106,39,11,2
78261,526,0.244,20,19,3
78262,326,0.174,28,7,4
78263,277,0.288,11,5,3
78264,201,0.973,21,14,2
78265,220,0.971,19,16,4
78266,800,0.061,5,5,2
78267,583,0.028,5,5,3
78268,845,32.0,47,41,33
78269,343,0.029,12,5,2
78270,178,0.346,9,6,4
78271,955,18.924,31,29,24
78272,534,21.188,46,41,6
78273,185,0.776,33,9,6
78274,433,17.934,35,34,9
78275,116,1.117,10,9,7
78276,149,1.148,11,9,9
78277,575,0.067,6,6,6
78278,115,32.0,74,47,35
78279,893,0.185,5,5,4
78280,625,0.267,11,5,3
78281,656,6.052,22,15,11
78282,670,1.877,19,12,7
78283,626,6.41,38,10,9
78284,934,2.679,23,17,6
78285,124,0.131,5,5,4
78286,987,11.172,34,34,28
78287,615,2.752,22,12,9
78288,680,0.079,5,5,3
78289,254,2.375,33,22,2
78290,455,4.218,25,18,6
78291,251,15.829,45,26,19
78292,757,6.837,33,31,23
78293,734,31.905,40,33,31
78294,547,32.0,74,61,50
78295,495,9.788,55,13,8
78296,216,32.0,45,40,18
78297,582,7.063,21,16,11
78298,916,32.0,45,39,30
78299,629,17.185,39,38,10
78300,608,5.196,24,18,7
78301,282,1.729,26,11,9
78302,519,3.258,16,13,13
78303,264,0.067,5,5,3
78304,616,32.0,51,40,19
78305,880,0.718,12,11,9
78306,871,0.109,5,5,5
78307,380,0.021,5,5,2
78308,202,1.033,17,14,6
78309,377,1.977,12,11,9
78310,953,0.018,5,5,2
78311,642,1.661,24,20,9
78312,684,21.708,37,21,15
78313,260,0.196,7,5,3
78314,457,4.343,24,13,9
78315,690,1.898,22,12,7
78316,859,32.0,58,46,14
78317,220,32.0,106,49,23
78318,113,0.662,20,17,2
78319,647,32.0,100,36,27
78320,304,3.143,29,10,6
78321,690,7.528,34,15,9
78322,636,32.0,45,38,17
78323,484,27.982,41,36,12
78324,225,0.085,5,5,4
78325,749,0.116,14,6,6
78326,715,0.808,50,5,3
78327,853,0.021,5,5,3
78328,424,0.151,5,5,4
78329,861,12.069,51,44,7
78330,527,2.771,43,19,2
78331,834,0.984,17,9,6
78332,843,0.086,5,5,4
78333,827,32.0,36,29,23
78334,646,31.357,43,40,31
78335,646,5.102,70,46,5
78336,513,0.981,11,11,5
78337,147,2.549,70,9,4
78338,300,0.137,5,5,5
78339,112,9.029,36,32,10
78340,401,2.77,46,18,13
78341,116,0.176,5,5,5
78342,267,27.754,79,30,16
78343,515,0.054,5,5,5
78344,557,14.2,28,24,17
78345,304,25.433,32,24,19
78346,185,32.0,72,68,61
78347,683,1.981,45,7,4
78348,833,0.013,6,5,2
78349,426,0.179,6,5,3
78350,693,0.221,12,7,6
78351,380,3.512,22,9,9
78352,407,1.008,18,15,4
78353,262,32.0,58,50,39
78354,498,0.112,5,5,3
78355,600,0.057,9,7,2
78356,629,18.034,105,25,8
78357,161,30.068,55,33,18
78358,429,1.767,17,13,4
78359,442,1.604,17,13,12
78360,166,21.224,44,27,18
78361,648,0.045,10,5,3
78362,177,32.0,78,63,15
78363,202,0.192,6,5,4
78364,555,11.998,65,10,10
78365,839,6.4,29,17,9
78366,202,1.097,17,10,5
78367,246,2.409,31,9,9
78368,785,0.033,5,5,4
78369,941,16.994,27,25,15
78370,116,0.674,23,9,6
78371,960,0.054,7,6,4
78372,835,0.22,5,5,5
78373,519,3.196,26,25,19
78374,455,3.161,33,30,15
78375,675,0.304,8,6,5
78376,707,0.07,5,5,4
78377,955,10.367,35,27,25
78378,145,0.065,5,5,5
78379,399,0.436,12,7,6
78380,567,1.291,47,23,4
78381,399,3.624,74,34,5
78382,309,0.161,6,6,5
78383,697,0.033,5,5,3
78384,873,1.008,15,10,10
78385,695,32.0,43,32,19
78386,682,21.545,37,25,22
78387,865,0.019,6,6,2
78388,633,32.0,45,34,33
78389,252,0.563,8,8,5
78390,401,0.519,9,9,8
78391,709,6.71,51,17,14
78392,939,8.237,25,22,8
78393,349,9.723,39,20,10
78394,873,4.671,16,16,11
78395,268,0.275,31,5,4
78396,943,10.08,28,20,12
78397,248,0.395,17,5,5
78398,252,0.526,16,7,7
78399,338,0.144,7,7,2
78400,458,12.072,69,19,5
78401,417,4.129,28,25,16
78402,554,0.278,13,5,4
78403,859,32.0,101,46,13
78404,762,0.049,5,5,4
78405,232,0.099,7,5,5
78406,963,0.106,5,5,3
78407,330,0.132,10,7,2
78408,287,7.945,62,57,9
78409,542,29.868,30,30,24
78410,131,10.405,27,18,16
78411,178,0.932,20,6,4
78412,946,32.0,88,56,24
78413,129,0.047,5,5,3
78414,847,0.042,5,5,3
78415,701,0.122,5,5,3
78416,437,0.039,5,5,2
78417,767,0.09,5,5,4
78418,368,32.0,44,35,17
78419,484,1.831,25,18,3
78420,685,1.558,15,9,9
78421,439,0.083,5,5,2
78422,959,8.845,22,20,12
78423,375,5.337,34,15,8
78424,499,1.857,27,20,2
78425,137,3.137,37,26,2
78426,638,0.283,11,9,2
78427,395,32.0,78,32,21
78428,675,0.4,13,10,7
78429,477,0.172,5,5,4
78430,547,0.136,10,10,5
78431,752,19.423,40,30,9
78432,974,0.898,20,16,3
78433,900,0.082,5,5,2
78434,695,32.0,70,30,16
78435,594,0.02,7,5,2
78436,680,0.902,12,8,7
78437,791,27.488,29,26,20
78438,424,0.89,17,7,4
78439,711,0.195,12,6,5
78440,724,2.739,33,10,9
78441,328,0.375,11,9,6
78442,716,13.048,32,25,13
78443,379,0.044,5,5,3
78444,343,25.891,81,19,9
78445,291,27.121,45,42,14
78446,946,0.428,45,9,2
78447,601,21.221,33,22,17
78448,829,12.354,21,18,18
78449,878,0.452,24,13,5
78450,994,2.374,25,12,10
78451,730,0.503,9,7,5
78452,894,23.146,46,24,13
78453,737,3.747,30,18,16
78454,440,17.797,45,26,10
78455,467,0.255,6,5,5
78456,800,1.148,22,20,4
78457,777,2.404,19,15,6
78458,853,0.096,5,5,2
78459,681,0.404,16,8,7
78460,672,0.321,6,6,5
78461,830,0.204,5,5,5
78462,764,0.09,5,5,2
78463,684,0.14,5,5,3
78464,455,32.0,79,68,22
78465,241,0.097,5,5,4
78466,915,0.037,5,5,3
78467,576,23.074,46,34,15
78468,405,0.039,5,5,2
78469,519,2.78,32,12,4
78470,140,3.452,18,10,10
78471,879,0.229,14,8,5
78472,750,11.058,43,25,15
78473,572,0.148,5,5,5
78474,983,0.368,7,7,4
78475,651,3.312,20,19,19
78476,800,25.556,45,22,13
78477,938,0.174,8,7,5
78478,304,1.431,34,24,3
78479,825,32.0,63,44,29
78480,835,0.081,5,5,2
78481,994,0.304,11,5,3
78482,669,0.465,16,8,2
78483,993,0.524,14,11,5
78484,925,0.144,14,6,4
78485,877,0.351,9,6,4
78486,769,0.244,5,5,5
78487,592,1.156,13,9,5
78488,369,0.461,18,14,7
78489,150,1.724,47,10,4
78490,707,0.219,8,8,8
78491,450,0.555,14,12,7
78492,199,0.452,25,11,2
78493,991,0.188,5,5,4
78494,619,2.947,33,9,7
78495,348,2.642,16,12,11
78496,699,0.15,6,6,4
78497,628,1.574,24,7,5
78498,185,0.782,10,10,4
78499,267,3.648,23,17,5
78500,585,5.162,46,10,6
78501,590,1.137,17,10,5
78502,637,2.224,16,16,6
78503,552,6.832,47,10,10
78504,419,24.466,41,19,18
78505,313,4.829,24,15,8
78506,489,17.434,50,23,10
78507,228,0.76,14,13,3
78508,543,0.129,5,5,3
78509,186,32.0,58,41,39
78510,483,0.192,5,5,4
78511,169,2.55,31,20,6
78512,415,32.0,76,72,43
78513,683,0.542,23,12,5
78514,337,0.442,15,11,3
78515,842,0.094,5,5,2
78516,521,4.307,63,19,9
78517,506,5.225,15,15,15
78518,397,32.0,71,41,33
78519,765,3.422,25,19,9
78520,989,0.1,5,5,4
78521,959,0.459,24,17,2
78522,503,17.098,32,24,18
78523,362,0.188,24,5,4
78524,409,3.393,32,22,20
78525,676,28.258,70,32,7
78526,855,0.143,7,6,2
78527,630,32.0,66,49,25
78528,690,1.082,22,8,6
78529,616,1.301,33,8,7
78530,396,0.218,15,12,2
78531,540,6.503,19,16,15
78532,459,5.99,46,36,7
78533,311,0.291,11,11,9
78534,212,0.586,20,12,5
78535,826,32.0,74,62,26
78536,874,1.847,45,8,4
78537,738,3.1,24,11,6
78538,925,0.477,10,6,4
78539,749,0.252,17,7,7
78540,459,3.533,35,8,7
78541,151,0.89,19,8,8
78542,965,0.736,12,8,4
78543,246,1.981,16,10,7
78544,437,0.098,5,5,3
78545,833,0.65,29,10,5
78546,563,4.503,25,18,6
78547,763,27.467,79,42,36
78548,467,2.042,36,30,5
78549,399,9.895,46,24,5
78550,538,0.055,5,5,5
78551,980,0.963,40,14,2
78552,811,32.0,44,38,22
78553,915,0.409,24,10,2
78554,155,14.739,32,17,15
78555,773,0.158,21,7,3
78556,485,0.036,5,5,5
78557,795,1.908,28,10,8
78558,120,0.132,5,5,3
78559,120,0.359,11,6,3
78560,325,0.095,5,5,5
78561,601,0.375,9,8,8
78562,806,32.0,50,46,34
78563,543,0.166,5,5,4
78564,440,2.58,77,13,10
78565,424,3.66,21,18,13
78566,908,32.0,70,30,22
78567,575,32.0,56,35,17
78568,314,0.099,8,6,5
78569,527,1.739,56,38,3
78570,114,32.0,69,42,21
78571,611,0.224,5,5,5
78572,615,0.213,9,9,2
78573,798,1.597,26,7,6
78574,271,0.518,9,6,5
78575,136,8.294,35,18,7
78576,157,32.0,40,37,18
78577,484,0.079,5,5,5
78578,472,31.513,49,26,16
78579,201,16.951,28,24,23
78580,342,1.175,17,10,4
78581,474,0.365,14,13,5
78582,783,2.009,32,8,6
78583,434,0.029,9,5,2
78584,189,2.196,15,11,7
78585,961,9.51,35,24,22
78586,322,1.274,51,10,3
78587,158,19.795,33,22,18
78588,445,0.128,51,5,2
78589,761,32.0,35,31,27
78590,692,5.183,29,25,4
78591,878,2.145,15,10,8
78592,869,0.052,10,5,3
78593,335,0.209,19,13,4
78594,263,0.584,17,13,2
78595,276,0.337,30,10,3
78596,900,0.02,5,5,3
78597,213,0.281,15,5,3
78598,697,0.324,18,9,3
78599,501,5.948,39,26,4
78600,125,0.258,8,6,6
78601,674,0.539,26,26,2
78602,572,0.239,5,5,5
78603,771,3.424,18,16,13
78604,253,0.057,5,5,3
78605,316,1.213,23,7,7
78606,119,0.124,5,5,4
78607,782,0.158,13,8,2
78608,273,4.357,36,12,6
78609,500,9.871,58,15,14
78610,833,0.274,12,5,4
78611,155,0.401,15,9,4
78612,791,0.496,13,10,2
78613,987,3.239,37,9,5
78614,458,0.213,8,5,4
78615,453,32.0,42,38,35
78616,205,0.178,6,5,5
78617,828,1.321,56,8,2
78618,216,0.414,9,7,4
78619,452,0.371,15,6,6
78620,979,0.932,44,5,3
78621,858,0.215,6,6,3
78622,672,0.426,6,6,6
78623,951,0.523,28,6,2
78624,525,0.046,7,6,4
78625,202,32.0,69,28,15
78626,804,0.257,12,6,2
78627,518,0.502,11,9,6
78628,984,6.782,31,17,15
78629,860,0.042,5,5,3
78630,658,0.025,5,5,2
78631,690,0.029,5,5,2
78632,250,1.365,21,17,6
78633,156,2.613,20,17,13
78634,259,0.403,11,10,2
78635,157,0.327,9,8,8
78636,705,3.387,30,9,8
78637,259,32.0,81,26,23
78638,537,1.156,27,5,5
78639,853,32.0,53,47,44
78640,210,3.898,23,21,11
78641,679,2.775,19,15,8
78642,172,0.946,23,7,7
78643,199,1.639,27,10,7
78644,607,0.689,27,8,7
78645,766,5.222,27,17,7
78646,363,0.103,5,5,3
78647,298,3.082,33,9,7
78648,670,0.871,18,5,5
78649,992,0.443,9,9,4
78650,633,2.146,24,12,8
78651,813,13.656,31,19,18
78652,517,2.575,16,13,9
78653,724,0.777,23,7,4
78654,943,0.673,22,15,3
78655,300,1.746,23,22,6
78656,514,5.145,39,18,4
78657,608,0.082,5,5,2
78658,362,0.197,5,5,4
78659,342,0.114,6,5,4
78660,977,1.324,36,9,6
78661,625,1.07,10,10,8
78662,954,0.131,5,5,4
78663,656,1.99,22,9,8
78664,760,14.919,31,27,18
78665,751,6.222,41,33,7
78666,187,2.625,13,13,9
78667,577,0.532,29,6,2
78668,410,7.037,21,20,10
78669,440,0.159,6,5,4
78670,920,32.0,71,63,49
78671,218,0.229,13,11,2
78672,468,0.143,5,5,3
78673,305,2.003,21,16,10
78674,357,1.993,64,8,8
78675,376,22.901,44,25,24
78676,600,4.685,31,18,13
78677,272,0.474,31,12,4
78678,893,0.09,5,5,5
78679,761,0.065,6,5,2
78680,397,21.444,57,36,31
78681,990,24.72,43,36,36
78682,187,2.612,28,19,6
78683,154,8.456,27,22,20
78684,282,0.075,5,5,3
78685,632,0.138,9,7,7
78686,766,1.154,14,8,6
78687,309,2.858,18,10,10
78688,506,0.286,7,7,3
78689,984,0.293,8,7,6
78690,668,32.0,69,55,22
78691,507,1.975,14,11,10
78692,125,1.555,35,11,11
78693,207,0.096,7,5,2
78694,229,26.954,52,21,15
78695,200,8.289,36,20,7
78696,709,32.0,50,46,40
78697,147,0.096,25,6,2
78698,619,1.723,41,6,5
78699,982,0.301,21,9,3
78700,324,0.337,9,9,6
78701,739,0.038,5,5,5
78702,687,0.983,19,9,6
78703,299,5.47,51,29,7
78704,425,1.698,21,14,9
78705,421,1.834,15,10,7
78706,776,0.098,5,5,5
78707,188,0.072,5,5,2
78708,387,0.261,14,6,4
78709,555,0.086,5,5,3
78710,181,0.711,17,5,5
78711,365,1.895,35,8,4
78712,801,0.128,5,5,3
78713,988,32.0,70,37,34
78714,376,0.253,14,5,2
78715,571,6.715,45,17,13
78716,665,6.669,18,16,16
78717,477,0.334,12,6,3
78718,478,0.045,5,5,3
78719,275,0.168,9,7,4
78720,295,16.531,23,23,18
78721,844,0.039,5,5,4
78722,519,0.398,20,7,5
78723,844,4.55,41,32,6
78724,888,0.048,5,5,2
78725,830,0.598,11,7,6
78726,955,31.028,55,39,25
78727,704,27.091,75,49,16
78728,766,5.236,27,18,7
78729,490,32.0,67,45,16
78730,891,0.559,9,9,7
78731,788,32.0,93,78,9
78732,759,27.266,46,31,18
78733,911,11.309,43,37,29
78734,582,0.062,6,5,5
78735,247,0.486,9,6,5
78736,999,0.212,11,7,7
78737,352,0.371,16,8,7
78738,742,32.0,37,37,19
78739,844,0.073,7,7,5
78740,631,8.969,40,39,7
78741,532,0.125,5,5,5
78742,379,0.052,5,5,2
78743,802,0.018,5,5,3
78744,986,32.0,68,55,12
78745,348,19.272,38,24,16
78746,445,0.137,5,5,3
78747,698,0.204,25,5,3
78748,961,2.179,17,11,9
78749,135,1.947,24,8,6
78750,333,0.157,22,8,3
78751,118,0.21,6,5,4
78752,201,0.012,5,5,2
78753,930,6.224,53,27,9
78754,943,0.216,7,6,3
78755,889,5.472,56,47,10
78756,253,0.041,5,5,2
78757,528,4.408,28,16,9
78758,959,0.088,15,5,2
78759,692,11.622,48,16,13
78760,613,12.963,43,27,10
78761,821,6.76,43,37,3
78762,347,1.592,37,20,3
78763,451,2.642,19,14,8
78764,291,0.531,17,9,3
78765,476,1.293,35,10,2
78766,404,32.0,44,41,37
78767,476,0.403,17,5,3
78768,809,4.494,33,16,8
78769,781,10.507,36,21,7
78770,932,0.11,7,7,2
78771,462,1.202,42,10,2
78772,465,1.35,11,11,8
78773,770,0.108,7,6,2
78774,897,0.156,6,5,3
78775,677,1.214,10,10,8
78776,874,0.315,11,9,4
78777,321,0.086,5,5,3
78778,107,19.138,38,38,11
78779,660,0.152,5,5,5
78780,792,0.238,5,5,5
78781,655,14.166,54,14,13
78782,845,0.486,14,5,5
78783,349,0.339,11,8,5
78784,585,32.0,76,65,23
78785,548,3.183,43,36,5
78786,117,2.41,34,13,4
78787,664,18.993,34,21,16
78788,444,32.0,89,66,40
78789,807,0.016,5,5,2
78790,656,32.0,48,44,21
78791,847,0.508,7,7,7
78792,698,1.252,44,18,2
78793,412,9.685,29,28,20
78794,889,0.061,5,5,2
78795,105,0.251,24,5,3
78796,607,0.098,5,5,3
78797,575,0.07,6,5,2
78798,887,21.1,36,29,24
78799,952,0.083,12,10,2
78800,560,0.122,11,7,2
78801,592,0.047,5,5,4
78802,820,4.481,46,17,5
78803,830,0.074,6,5,2
78804,811,32.0,76,67,19
78805,558,4.96,20,19,14
78806,106,2.443,34,13,9
78807,940,19.046,61,23,17
78808,224,0.206,12,9,2
78809,261,1.326,29,6,5
78810,225,1.082,53,8,2
78811,360,32.0,62,33,16
78812,335,27.923,78,58,20
78813,159,1.073,24,22,6
78814,193,0.363,27,14,2
78815,912,0.491,32,18,2
78816,661,0.551,13,11,3
78817,638,0.415,7,7,5
78818,901,0.222,7,6,3
78819,843,6.706,39,16,6
78820,269,0.217,11,6,3
78821,293,21.722,67,67,24
78822,508,5.102,46,31,3
78823,831,0.047,5,5,2
78824,570,0.209,19,13,3
78825,503,11.144,37,24,24
78826,585,0.401,15,14,3
78827,939,23.882,38,33,22
78828,324,32.0,84,78,22
78829,977,2.251,48,26,2
78830,399,1.327,32,22,4
78831,586,1.66,33,10,5
78832,777,22.624,48,25,14
78833,940,0.361,8,8,5
78834,870,3.632,25,18,17
78835,699,0.576,58,7,4
78836,981,32.0,90,56,15
78837,755,0.049,5,5,2
78838,328,32.0,55,36,34
78839,304,0.52,18,6,6
78840,995,11.103,81,14,14
78841,227,0.628,12,10,7
78842,539,1.16,13,9,9
78843,658,0.404,17,10,2
78844,247,1.362,45,20,7
78845,547,32.0,96,95,40
78846,395,0.136,5,5,4
78847,680,0.276,17,7,5
78848,144,8.224,22,18,14
78849,714,0.03,5,5,2
78850,671,31.375,42,34,26
78851,634,1.783,17,9,6
78852,925,0.142,5,5,3
78853,321,0.031,5,5,3
78854,241,0.179,9,5,4
78855,882,3.964,26,17,13
78856,785,0.094,7,6,2
78857,899,0.199,21,5,4
78858,240,32.0,41,40,31
78859,854,0.49,16,7,5
78860,908,0.394,18,9,4
78861,292,5.339,16,15,14
78862,848,0.175,9,9,2
78863,719,0.02,5,5,2
78864,649,0.157,8,8,5
78865,602,0.138,8,7,6
78866,398,24.253,77,25,15
78867,949,1.054,25,16,6
78868,377,1.02,47,5,5
78869,161,0.197,6,5,5
78870,482,0.058,5,5,2
78871,977,0.267,17,7,2
78872,514,0.252,17,6,2
78873,248,1.254,41,22,6
78874,779,0.473,82,8,2
78875,701,0.516,11,6,5
78876,964,5.347,53,10,8
78877,645,0.288,6,6,6
78878,685,0.249,20,5,3
78879,224,0.814,21,8,7
78880,319,0.129,5,5,5
78881,707,0.02,5,5,2
78882,959,16.987,51,37,7
78883,594,4.589,22,13,9
78884,935,0.167,5,5,4
78885,631,0.535,10,10,7
78886,963,0.471,23,13,2
78887,277,1.078,18,16,7
78888,317,1.97,10,10,10
78889,337,1.27,23,6,5
78890,223,32.0,49,47,39
78891,939,4.354,26,19,9
78892,568,0.148,6,5,3
78893,506,1.281,11,10,10
78894,370,0.325,16,8,3
78895,817,0.262,14,11,6
78896,917,1.319,40,6,6
78897,565,7.869,41,28,7
78898,382,0.048,6,6,5
78899,515,5.955,21,21,8
78900,107,3.615,31,21,9
78901,302,11.988,90,29,4
78902,659,0.147,5,5,3
78903,191,0.039,5,5,2
78904,489,32.0,50,29,25
78905,883,31.39,48,38,25
78906,663,6.484,19,16,11
78907,302,16.024,49,43,7
78908,681,0.281,23,5,3
78909,789,3.837,43,17,6
78910,204,19.404,60,38,12
78911,632,0.768,12,11,7
78912,549,0.234,5,5,5
78913,824,1.792,31,16,4
78914,535,32.0,44,42,27
78915,335,1.859,12,10,8
78916,552,11.71,49,44,5
78917,229,0.686,44,17,4
78918,435,0.078,5,5,3
78919,295,10.846,47,28,12
78920,113,2.823,34,31,9
78921,589,0.263,13,12,3
78922,748,0.047,5,5,2
78923,336,32.0,75,49,34
78924,868,0.012,5,5,2
78925,740,0.509,32,5,2
78926,287,0.216,12,6,4
78927,503,0.33,10,5,4
78928,274,32.0,50,29,19
78929,496,0.395,12,10,3
78930,611,0.436,15,5,3
78931,117,29.691,60,32,19
78932,387,2.174,42,24,2
78933,170,0.319,11,5,4
78934,366,6.811,26,17,8
78935,719,0.071,5,5,2
78936,249,0.058,5,5,3
78937,684,0.107,5,5,3
78938,687,0.794,33,17,4
78939,705,0.031,8,6,2
78940,254,0.092,13,5,4
78941,315,4.258,50,12,11
78942,617,0.234,5,5,5
78943,504,0.443,14,10,8
78944,316,0.045,5,5,2
78945,226,19.196,48,31,21
78946,405,0.228,5,5,5
78947,515,0.318,12,9,3
78948,169,15.169,43,37,8
78949,313,0.921,45,11,2
78950,351,2.274,30,24,2
78951,285,4.202,44,19,10
78952,351,0.164,12,7,3
78953,687,1.303,27,18,12
78954,156,0.055,5,5,2
78955,929,0.035,5,5,3
78956,119,14.669,43,22,11
78957,953,2.734,23,14,8
78958,800,3.298,28,28,5
78959,358,32.0,44,44,40
78960,233,0.755,39,10,3
78961,428,0.176,5,5,5
78962,631,0.563,8,8,7
78963,458,0.965,28,20,2
78964,436,2.042,42,13,11
78965,921,0.198,5,5,5
78966,837,13.05,48,17,16
78967,207,0.059,5,5,5
78968,440,32.0,53,45,8
78969,931,12.173,22,21,19
78970,538,6.424,35,26,16
78971,620,1.769,37,9,3
78972,882,0.066,5,5,2
78973,113,0.058,5,5,2
78974,255,0.154,5,5,4
78975,872,11.314,30,24,15
78976,203,14.594,57,17,12
78977,314,1.553,64,8,6
78978,935,0.843,18,5,5
78979,154,9.344,31,16,11
78980,561,0.715,29,9,4
78981,599,0.075,6,5,3
78982,741,0.987,19,8,6
78983,346,0.186,12,6,6
78984,296,0.03,5,5,2
78985,180,19.114,25,25,23
78986,566,1.535,20,10,4
78987,394,0.231,5,5,5
78988,905,0.04,6,5,2
78989,171,0.201,13,6,2
78990,639,0.182,5,5,4
78991,946,32.0,91,50,6
78992,701,5.844,89,12,5
78993,472,30.984,37,34,14
78994,475,0.879,10,10,5
78995,903,26.493,69,25,11
78996,407,8.024,25,16,12
78997,249,0.591,10,8,4
78998,571,4.049,24,23,21
78999,419,0.557,66,9,2
79000,353,2.713,37,14,3
79001,204,0.018,5,5,3
79002,177,0.258,15,5,3
79003,814,0.133,5,5,3
79004,356,32.0,42,31,20
79005,921,20.113,80,30,8
79006,463,0.028,5,5,2
79007,563,0.269,15,6,2
79008,346,0.616,18,15,6
79009,142,5.017,39,12,11
79010,619,0.471,18,9,2
79011,826,0.112,5,5,4
79012,548,5.298,65,23,2
79013,766,0.144,20,5,2
79014,865,5.545,27,16,10
79015,664,0.485,11,6,4
79016,942,32.0,91,77,71
79017,332,6.866,59,17,8
79018,202,0.085,5,5,3
79019,660,6.837,43,17,7
79020,695,4.207,39,13,5
79021,656,2.963,18,13,12
79022,997,1.885,28,21,4
79023,599,0.147,8,5,5
79024,481,0.746,11,9,8
79025,434,32.0,60,50,50
79026,660,1.986,16,8,8
79027,390,4.46,39,18,9
79028,812,0.32,35,15,2
79029,160,0.673,20,6,5
79030,880,24.868,53,27,27
79031,703,1.431,20,8,8
79032,243,4.813,16,14,12
79033,204,4.931,22,17,16
79034,138,1.834,28,8,7
79035,346,0.172,6,5,5
79036,135,32.0,53,41,24
79037,594,0.471,7,7,5
79038,957,0.359,8,7,5
79039,176,31.711,81,32,14
79040,321,0.274,39,13,2
79041,526,0.16,16,6,2
79042,960,2.029,31,30,8
79043,546,0.11,5,5,3
79044,704,0.69,10,7,5
79045,925,0.428,14,9,2
79046,823,0.215,10,7,3
79047,807,0.049,5,5,2
79048,465,4.924,29,16,14
79049,945,1.848,39,10,3
79050,386,0.06,5,5,2
79051,142,0.047,5,5,2
79052,453,0.271,7,5,5
79053,979,7.391,74,31,2
79054,949,0.754,15,8,6
79055,785,0.038,5,5,2
79056,890,0.03,5,5,3
79057,914,1.144,33,12,5
79058,695,12.303,31,23,16
79059,524,0.581,13,10,4
79060,166,0.138,8,7,5
79061,455,0.614,17,7,4
79062,445,8.346,57,20,5
79063,459,22.968,35,30,28
79064,305,2.021,44,6,6
79065,619,5.954,38,27,9
79066,885,0.414,21,7,5
79067,595,2.575,23,22,6
79068,123,0.15,5,5,5
79069,234,19.037,33,21,14
79070,532,0.04,5,5,3
79071,594,1.928,58,8,4
79072,411,0.957,17,9,4
79073,577,0.088,7,6,5
79074,620,0.161,5,5,5
79075,274,0.087,5,5,4
79076,107,1.165,18,8,5
79077,912,0.335,8,8,4
79078,981,0.606,15,5,5
79079,843,1.451,26,16,4
79080,707,0.569,16,14,2
79081,546,5.467,16,15,12
79082,941,2.93,29,17,8
79083,377,1.378,23,7,5
79084,718,8.205,34,22,17
79085,395,0.551,14,5,5
79086,968,11.738,43,38,22
79087,592,2.828,25,21,4
79088,673,0.093,5,5,3
79089,327,0.083,5,5,2
79090,797,3.504,31,21,5
79091,569,0.111,6,5,2
79092,887,0.136,5,5,5
79093,405,32.0,74,34,24
79094,555,10.096,48,30,4
79095,484,9.089,35,28,14
79096,173,0.062,5,5,3
79097,392,0.215,8,5,5
79098,267,0.37,16,7,3
79099,698,1.668,17,15,4
